Delivery Date,Delivery Date (UTC),Order Number,Product,Product Id,Quantity,Customer,Customer Id,Metrc Manifest Number,Invoice Numbers
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,St. Ides - Georgia Peach High Tea 100mg,cd255c18-15c9-4530-ae4b-578c94067591,48,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Side Hustle - Blue Dream Vape 1g,815306dc-ca3d-45d1-9f1c-b99d68be9a11,10,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Rove - Granddaddy Purp RTU Reload Live Resin Diamonds Pod 1g,078b21ed-db76-4446-84ac-4d1ecb9fb9d5,40,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Side Hustle - King Louie Vape 1g,cabe5b44-9c72-423b-b72d-de1ec66d7aae,50,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,WVY - Lemon Cherry Gelato 1g,4042f59f-598f-463b-b012-46861a50c59d,40,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Vuze - Jungle Fruit Vape 1g,852c59ef-93d8-40af-b7c0-d4e5aa464a8f,10,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Wyld - Elderberry 2:1 THC:CBN Gummies 100mg,2ee02f7f-2bf7-4530-ac75-e9689b068c0b,20,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Sherbinskis - Cherry Gello Live Resin Vape 1g,269eb5c7-8c0a-44ae-874f-19b72f9ecc2e,20,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Rove - Cherry Gelato RTU Reload Live Resin Diamonds Pod 1g,f11037af-589c-4986-918d-562e6fef5fd9,20,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,West Coast Cure - Blackberry Kush Jefferey Infused Preroll 1.2g,27fb12e5-a3f7-474a-807e-315351ae39a6,10,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,West Coast Cure - Jokerz Gelato Smalls 7g,7ec1ee15-3235-42be-827f-6694689484c3,16,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Stiiizy - King Louis XIII 40's Infused Preroll 1g,187e9b52-a051-449d-9877-675462b51054,10,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Stiiizy - GDP Pod 1g,78d03576-377e-4f45-8d79-1c5099190f0c,10,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,West Coast Cure - Lemon Sorbet Live Resin Vape 1g,8ed15293-fed3-4f1a-9276-88fb5cc6bca4,20,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Stiiizy - Apple Fritter Pod 1g,1440b023-13e9-4214-82f4-1ab14b278a01,10,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Stiiizy - Blue Dream Pod 1g,3c41a51c-e62c-4fc8-b67f-1639e04f8638,35,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,West Coast Cure - OG Kush Live Resin Disposable 1g,f1e77617-6fdc-4dde-bacb-cc497c1661ee,10,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Uncle Arnie's - Iced Tea Lemonade 10mg,838db0d1-94ba-4342-a1f5-25de8dfeaab8,24,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Stiiizy - King Louis XIII Pod .5g,030c94a6-bce1-428e-be1c-288e143c46c8,10,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Uncle Arnie's - Cherry Limeade 10mg,bf8f3e54-158a-4b5f-981d-73f187f62b95,24,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,West Coast Cure - Milk & Cookies Preroll 1g,4ab68940-136c-4334-a483-a5626f2be8d4,30,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,WVY - True OG x GMO Budder 1g,058b68e0-40aa-4a0f-b7df-6d8a4fc7befc,30,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Rove - Skywalker OG RTU Live Resin Diamonds Vape 1g,a67ee9ea-bcf0-4de2-8b6d-2cae98cb83c0,10,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Stiiizy - Strawnana Pod .5g,d38a7e33-dd8b-4763-84b4-2c3c0b13dd3a,5,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Stiiizy - Pink Acai Pod 1g,fa3760cf-ba1b-4b72-b4a8-0ef8a9faee2a,20,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Stiiizy - Biscotti Pod 1g,4ac5ec19-aad1-4f3c-9169-dda2e1bbf735,15,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Rove - Strawberry Cough RTU Reload Live Resin Diamonds Pod 1g,af752e62-912e-4da9-93bb-15562d07bb0d,10,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Stiiizy - Purple Punch Pod .5g,1e1f5e80-420f-4cb5-b8cc-62d3e04dc24e,10,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Uncle Arnie's - Zen Green Tea 10mg,015baea9-d433-4fad-a0e4-820572a10883,24,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Stiiizy - Pineapple Express Pod 1g,f77c2b49-1d29-44fb-8896-9a056ad5f7de,20,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Stiiizy - Promo - Lite Black Battery,2b34da4f-dd35-411a-9f8e-5acac8497e99,20,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Sherbinskis - Matcha Live Resin Vape 1g,c5a77709-01f0-4a41-b7d7-cd45d7b0bd62,13,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Yummi Karma - Birthday Cake Tincture 1000mg,9ca25ce8-9dec-49b5-9e0d-d0b72f4c9aab,11,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Stiiizy - Sour Belts Live Resin Diamonds 1g,f9a64491-9967-4d56-b09b-94fc22659730,10,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008582,Turn - Neon Nectar Turn Down Disposable 1g,44cf72b9-4375-4a59-b9bd-e37db60461ff,20,Haven Maywood,626432,8770889,INV-0008300
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008583,Plug Play - DNA Blue Dream 1g,62944481-be79-4282-8334-1d0bcb08b887,10,Haven Maywood,626432,8770455,INV-0008301
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Lime - Pineapple Express Infused Lil' Limes Preroll 5pk 3g,34dd18ef-d6f8-403a-bb16-128046311d96,60,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Plug Play - DNA Blue Dream 1g,62944481-be79-4282-8334-1d0bcb08b887,20,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Lokaal - Private Reserve OG 3.5g,7dc0b9a2-d802-4115-a841-e3406a8c1f7c,32,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Kurvana - Tangie Dream ASCND 1g,6477d40b-851d-437c-9f8b-41ccd25691c6,10,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Kurvana - Cosmic Glue ASCND 1g,c706970d-f928-4595-9b63-751627f91c86,30,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Lost Farm - Black Raspberry (Northern Lights) Live Resin Gummies 100mg,d06a1022-a141-4236-94bf-178ac39ca151,24,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Kurvana - Cherry Truffle ASCND 1g,64dcb8b9-c57e-4bc2-bc29-9753be64005f,20,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Besos - Chile Mango Gummies 100mg,c13ba454-ba94-4a54-a5ed-44f6ed9b8aba,30,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Lime - Blueberry Headband Infused Lil' Limes Preroll 5pk 3g,c5c3d41a-f36c-4b6b-923a-446d120570bc,20,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Lime - Blue Dream Infused Lil' Limes Preroll 5pk 3g,3a92ca1b-3afa-4fec-8202-95660cea57c3,20,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Bear Labs - Honey Pie Tier 3 Live Rosin 1g,3d8f67d9-0cc5-454f-b8c5-63c671c3a458,40,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Lost Farm - Strawberry (Pink Jesus) Live Resin Chews 100mg,fd942001-14c1-4c5a-9c31-291364285bec,20,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Bear Labs - Hardcore OG Budder 1g,f889a840-9085-4607-9c29-33bf9ae5daac,20,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Papa & Barkley - 3:1 Releaf Patch,a9c48e34-dfb0-448c-9595-27e54aaa0d80,16,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Lime - Hybrid Preroll 1g,9fbacba4-1662-4e23-a671-8f047f3a851f,25,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Dr. Norm's - MAX Red Velvet Cookie  100mg,a7ccc3e7-b859-4266-b07d-b89e870fded9,12,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Haven - Main Collection - EZ Reach Lighter,437a9f5e-f030-4a24-b0ff-f772fc4ae7b4,40,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,CES - Marshmellow OG Budder 1g,3d30955d-691b-404e-ae13-5e8f0c0d17b3,20,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Crave - Dark Chocolate 100mg,e9e63fdb-dedd-419e-b15f-5802634e567d,20,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Dunzo - Strawberry Guava Preroll 1g,0e39c133-1b0d-4ac2-9759-ab36d5e269c1,100,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Dr. Norm's - NANO Cookies N Cream Cookies 10pk 100mg,a41f378e-b516-4585-bcea-8faae9f12951,12,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Pretty Dope - 510 White Battery,381ccc30-f65e-4707-bd80-dc92c47b4483,10,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Good Tide - Passion Fruit Gummies 1:1:1 THC:CBD:CBN,8b93fffe-41cb-43d9-9580-19eacfaf9ea3,40,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Plug Play - Exotics Strawberry Champagne 1g,8c7b5ad3-b5f9-4c1c-8077-91a4fe023321,10,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Pretty Dope - Pineapple Whip Disposable 1g,459c1e60-b1aa-4c00-93a4-8bd765da43e0,20,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Almora - Chem Dawg 3.5g,3f22c6de-b31e-4120-9e35-773b4ba91b2b,32,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Kurvana - C. Jack ASCND 1g,94ee6798-f56d-4327-a0a7-dec175ce45cd,20,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Martians - Purple Slushie 3.5g,9b7deb65-886a-492b-910d-57381b832c54,32,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Dr. Norm's - MAX Chocolate Chip Cookie 100mg,9feec04b-4c6e-4c6c-a048-f2ee9084c43c,24,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Pretty Dope - Watermelon Mojito Vape 1g,76992926-eea9-4d23-a5d6-babcc9fd3751,10,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Jeeter - Lychee Baby Infused Preroll 5pk 2.5g,27003e81-ff9a-4466-ab0a-564d72e9ea46,100,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Pretty Dope - Watermelon Mojito Vape 1g,76992926-eea9-4d23-a5d6-babcc9fd3751,20,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Dr. Norm's - MAX Snickerdoodle Cookie 100mg,2b0d235f-e6db-41d2-95d0-427424de9b01,24,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Presidential - Apriscotti Moxie Blunt 1.5g,bfb859fe-6d1c-4659-9c1e-869ed3252d99,30,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Jeeter - Blue Dream Baby Infused Preroll 5pk,6c26edda-bbee-4c10-b2f0-19024d265eb1,50,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Dunzo - Jack Frost Preroll 1g,8b04e26e-648b-4ec2-9477-36209840a0c3,100,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Fog City Farms - Hashburger 3.5g,c25a0add-4dfb-47ac-a1df-19e50886b833,16,Haven Maywood,626432,8770775,INV-0008299
2025-04-25 17:00:00,2025-04-26 00:00:00.000000Z,SO-0008581,Kiva - Terra Blueberry Milk Chocolate Bites,11bd78d6-4b55-4124-af34-17ce67135ea4,20,Haven Maywood,626432,8770775,INV-0008299
